ID x y
0 0.0 -5.030323871615057
1 0.10000119825055419 -5.0301779173064585
2 0.20000239650110838 -5.030031961534155
3 0.30000359475166255 -5.029886004303647
4 0.40000479300221675 -5.02974004561408
5 0.5000059912527709 -5.029594085463906
6 0.6000071895033251 -5.02944812385546
7 0.7000083877538793 -5.029302160788971
8 0.8000095860044335 -5.029156196257851
9 0.9000107842549877 -5.0290102302706785
10 1.0000119825055418 -5.028864262822829
11 1.100013180756096 -5.0287182939161745
12 1.2000143790066502 -5.028572323549676
13 1.3000155772572044 -5.028426351722731
14 1.4000167755077586 -5.0282803784366354
15 1.5000179737583128 -5.028134403691688
16 1.600019172008867 -5.027988427484816
17 1.7000203702594212 -5.027842449819346
18 1.8000215685099754 -5.027696470693778
19 1.9000227667605296 -5.027550490108041
20 2.0000239650110836 -5.02740450806135
21 2.100025163261638 -5.027258524558883
22 2.200026361512192 -5.027112539592894
23 2.3000275597627464 -5.02696655316875
24 2.4000287580133004 -5.026820565284343
25 2.500029956263855 -5.026674575940161
26 2.600031154514409 -5.026528585134839
27 2.7000323527649632 -5.026382592870505
28 2.800033551015517 -5.026236599144523
29 2.9000347492660716 -5.026090603960107
30 3.0000359475166256 -5.025944607318758
31 3.10003714576718 -5.025798609212178
32 3.200038344017734 -5.025652609649404
33 3.300039542268288 -5.025506608624729
34 3.4000407405188424 -5.025360606140511
35 3.5000419387693964 -5.025214602195822
36 3.600043137019951 -5.025068596791867
37 3.700044335270505 -5.0249225899277885
38 3.8000455335210592 -5.024776581602179
39 3.900046731771613 -5.024630571818296
40 4.000047930022167 -5.024484560573528
41 4.100049128272722 -5.024338547868938
42 4.200050326523276 -5.024192533703115
43 4.3000515247738305 -5.023789291021846
44 4.400052723024384 -5.02236042815597
45 4.500053921274938 -5.02093156383196
46 4.600055119525493 -5.019502698045029
47 4.700056317776047 -5.018073830797862
48 4.800057516026601 -5.016644962092027
49 4.900058714277155 -5.015216091925955
50 5.00005991252771 -5.0137872202956935
51 5.100061110778263 -5.012358347206256
52 5.200062309028818 -5.010929472652856
53 5.300063507279372 -5.009500596642111
54 5.4000647055299265 -5.008071719167081
55 5.50006590378048 -5.006642840229732
56 5.600067102031034 -5.005213959831707
57 5.700068300281589 -5.003785077972241
58 5.800069498532143 -5.002356194648074
59 5.900070696782697 -5.000927309865174
60 6.000071895033251 -4.999498423616231
61 6.100073093283806 -4.998069535906149
62 6.20007429153436 -4.996640646736013
63 6.300075489784914 -4.995211756098936
64 6.400076688035468 -4.993782863999863
65 6.5000778862860225 -4.992177717122567
66 6.600079084536576 -4.9904973084755895
67 6.70008028278713 -4.988816898368167
68 6.800081481037685 -4.987136486795025
69 6.900082679288239 -4.985456073759174
70 7.000083877538793 -4.9837756592585745
71 7.100085075789347 -4.982095243296095
72 7.200086274039902 -4.980414825866351
73 7.300087472290456 -4.978734406972205
74 7.40008867054101 -4.977053986616552
75 7.500089868791564 -4.97537356479185
76 7.6000910670421185 -4.97369314150275
77 7.700092265292673 -4.972012716751376
78 7.800093463543226 -4.970332290532783
79 7.900094661793781 -4.968651862847315
80 8.000095860044334 -4.966971433696548
81 8.100097058294889 -4.965291003083067
82 8.200098256545443 -4.963610571000217
83 8.300099454795998 -4.961930137452088
84 8.400100653046552 -4.960249702437801
85 8.500101851297106 -4.958569265956388
86 8.600103049547661 -4.956888828010344
87 8.700104247798214 -4.955208388593611
88 8.800105446048768 -4.953527947711763
89 8.900106644299322 -4.951847505362695
90 9.000107842549877 -4.950167061548717
91 9.100109040800431 -4.948486616263866
92 9.200110239050986 -4.946806169512744
93 9.30011143730154 -4.945125721293012
94 9.400112635552095 -4.943445271605253
95 9.500113833802647 -4.941764820450919
96 9.600115032053202 -4.940084367825321
97 9.700116230303756 -4.938403913732616
98 9.80011742855431 -4.9367234581695705
99 9.900118626804865 -4.935043001139421
100 10.00011982505542 -4.933362542640779
101 10.100121023305974 -4.931682082671726
102 10.200122221556526 -4.9300016212334405
103 10.30012341980708 -4.9283211583251845
104 10.400124618057635 -4.926640693947743
105 10.50012581630819 -4.924960228100906
106 10.600127014558744 -4.923279760782782
107 10.700128212809298 -4.921599291995285
108 10.800129411059853 -4.919918821737726
109 10.900130609310407 -4.918238350009339
110 11.00013180756096 -4.916557876808277
111 11.100133005811514 -4.914877402139091
112 11.200134204062069 -4.913196925996743
113 11.300135402312623 -4.911516448382574
114 11.400136600563178 -4.909835969297555
115 11.500137798813732 -4.9080136878308736
116 11.600138997064287 -4.905979916348521
117 11.70014019531484 -4.903946143391456
118 11.800141393565394 -4.9019123689635204
119 11.900142591815948 -4.899878593065866
120 12.000143790066502 -4.89784481569172
121 12.100144988317057 -4.895811036846585
122 12.200146186567611 -4.89377725652815
123 12.300147384818166 -4.89174347473535
124 12.40014858306872 -4.889709691471861
125 12.500149781319273 -4.887675906733037
126 12.600150979569827 -4.885642120520403
127 12.700152177820382 -4.883608332833312
128 12.800153376070936 -4.8815745436744695
129 12.90015457432149 -4.879540753035853
130 13.000155772572045 -4.877506960926432
131 13.1001569708226 -4.875473167342854
132 13.200158169073152 -4.873439372281675
133 13.300159367323706 -4.8714055757460155
134 13.40016056557426 -4.869371777737495
135 13.500161763824815 -4.867337978253039
136 13.60016296207537 -4.865304177289547
137 13.700164160325924 -4.863270374850302
138 13.800165358576479 -4.861236570937109
139 13.900166556827033 -4.8592027655462005
140 14.000167755077586 -4.8571689586794236
141 14.10016895332814 -4.855135150336018
142 14.200170151578694 -4.853101340513298
143 14.300171349829249 -4.8510675292146885
144 14.400172548079803 -4.849061618085585
145 14.500173746330358 -4.847074173783673
146 14.600174944580912 -4.845086728002009
147 14.700176142831465 -4.843099280744179
148 14.80017734108202 -4.841111832007844
149 14.900178539332574 -4.839124381793329
150 15.000179737583128 -4.837136930097699
151 15.100180935833682 -4.835190459346723
152 15.200182134084237 -4.833305000606444
153 15.300183332334791 -4.831419540387131
154 15.400184530585346 -4.829534078688669
155 15.500185728835898 -4.827648615511308
156 15.600186927086453 -4.8257631508540815
157 15.700188125337007 -4.823877684714491
158 15.800189323587562 -4.822597912936418
159 15.900190521838116 -4.8237125596902874
160 16.00019172008867 -4.824827204962046
161 16.100192918339225 -4.825941848754725
162 16.200194116589778 -4.82705649106571
163 16.300195314840334 -4.828171131899509
164 16.400196513090886 -4.829285771253165
165 16.500197711341443 -4.830400409127947
166 16.600198909591995 -4.831515045521892
167 16.700200107842548 -4.832629680435922
168 16.800201306093104 -4.833744313871657
169 16.900202504343657 -4.834858945828797
170 17.000203702594213 -4.835973576305122
171 17.100204900844766 -4.837088205301557
172 17.200206099095322 -4.838202832822033
173 17.300207297345874 -4.8393170529453275
174 17.400208495596427 -4.840431171419109
175 17.500209693846983 -4.841545288411453
176 17.600210892097536 -4.842659403926842
177 17.700212090348092 -4.843773517963035
178 17.800213288598645 -4.844887630522413
179 17.9002144868492 -4.846001741602478
180 18.000215685099754 -4.847115851204016
181 18.100216883350306 -4.848229959328856
182 18.200218081600863 -4.849344065976718
183 18.300219279851415 -4.850458171143002
184 18.40022047810197 -4.851572274838205
185 18.500221676352524 -4.852686377050466
186 18.60022287460308 -4.853800477788338
187 18.700224072853633 -4.854914577046369
188 18.80022527110419 -4.856028674830542
189 18.90022646935474 -4.8571427711347095
190 19.000227667605294 -4.8582568659658065
191 19.10022886585585 -4.859370959316967
192 19.200230064106403 -4.860485051193001
193 19.30023126235696 -4.861599141592311
194 19.400232460607512 -4.862713230513744
195 19.50023365885807 -4.863827317958338
196 19.60023485710862 -4.864941403928267
197 19.700236055359174 -4.866055488422997
198 19.80023725360973 -4.867169571439758
199 19.900238451860282 -4.868283652981553
200 20.00023965011084 -4.869397733047597
201 20.10024084836139 -4.870511811640107
202 20.200242046611947 -4.871625888753677
203 20.3002432448625 -4.872739964393713
204 20.400244443113053 -4.87385403855809
205 20.50024564136361 -4.87496811124697
206 20.60024683961416 -4.876082182461394
207 20.700248037864718 -4.877196252197198
208 20.80024923611527 -4.8783103204630525
209 20.900250434365827 -4.879424387252833
210 21.00025163261638 -4.880538452567533
211 21.100252830866932 -4.88165251640789
212 21.200254029117488 -4.88276657877363
213 21.30025522736804 -4.8838806396653744
214 21.400256425618597 -4.884994699082615
215 21.50025762386915 -4.886108757024358
216 21.600258822119706 -4.88821258057669
217 21.70026002037026 -4.890735396651619
218 21.800261218620815 -4.893258211253247
219 21.900262416871367 -4.895781024383217
220 22.00026361512192 -4.898303836039515
221 22.100264813372476 -4.900826646223045
222 22.20026601162303 -4.903349454932904
223 22.300267209873585 -4.905872262173045
224 22.400268408124138 -4.908395067939191
225 22.500269606374694 -4.910917872233194
226 22.600270804625247 -4.913440675057524
227 22.7002720028758 -4.915963476409317
228 22.800273201126355 -4.9184862762907215
229 22.900274399376908 -4.921009074700443
230 23.000275597627464 -4.923531871640957
231 23.100276795878017 -4.92605466711032
232 23.200277994128573 -4.928577461109642
233 23.300279192379126 -4.93110025363964
234 23.40028039062968 -4.93362304469999
235 23.500281588880235 -4.9361458342909454
