FID,ID,x,y,z,d,txt
0,33,16.206841927199999,111.578418733000010,-9.925653000000001,99.634992143399998,all
1,39,16.206816340600000,111.578416110000010,-10.405848000000001,99.574015363599997,all
2,41,16.206809913400001,111.578415439000000,-9.311392000000000,99.558664565900003,all
3,42,16.206803537999999,111.578414794000000,-10.254673000000000,99.543526973699997,all
4,49,16.206752318700001,111.578409570000010,-10.255744999999999,99.421573414099996,all
5,73,16.206637078899998,111.578397720000000,-9.583698000000000,99.146964699600005,all
6,77,16.206624262900000,111.578396401000010,-9.176581000000001,99.116476309700005,all
7,83,16.206592267000001,111.578393129000010,-10.024467000000000,99.040148732199995,all
8,86,16.206585825900000,111.578392454000000,-8.531980500000000,99.024797934500000,all
9,102,16.206541056999999,111.578387893000000,-10.926693999999999,98.918195172599994,all
10,105,16.206528214199999,111.578386566000010,-9.626522000000000,98.887706782699993,all
11,120,16.206476985599998,111.578381336000010,-10.358459999999999,98.765540017600003,all
12,127,16.206470575699999,111.578380680000000,-10.228236000000001,98.750402425399997,all
13,130,16.206457736299999,111.578379358000010,-9.200718000000000,98.719700829999994,all
14,133,16.206444955199999,111.578378067000000,-10.541454999999999,98.689425645599997,all
15,136,16.206432095400000,111.578376737000000,-8.743919000000000,98.658724050199993,all
16,142,16.206400066000000,111.578373475000010,-9.175760000000000,98.582396472699998,all
17,160,16.206342375599998,111.578367598000000,-8.796094999999999,98.444878909899998,all
18,161,16.206342380199999,111.578367600000010,-8.977373999999999,98.444878909899998,all
19,167,16.206323152200000,111.578365645000010,-8.978630000000001,98.399252927800006,all
20,169,16.206323154400000,111.578365645999990,-9.067128000000000,98.399252927800006,all
21,188,16.206284683900002,111.578361735000000,-8.802165000000001,98.307574552600002,all
22,189,16.206278278900001,111.578361087999990,-9.048549000000000,98.292223754899993,all
23,191,16.206278274599999,111.578361085000000,-8.874015000000000,98.292223754899993,all
24,193,16.206271862099999,111.578360434000000,-8.830325000000000,98.277086162700002,all
